Date,State,Total,Category,Sales
2022-06-12,Connecticut,88527021.9125,,88527021.9125
2022-06-13,Connecticut,88948208.625,,88948208.625
2022-06-14,Connecticut,89369395.33749999,,89369395.33749999
2022-06-15,Connecticut,89790582.05,,89790582.05
2022-06-16,Connecticut,90211768.7625,,90211768.7625
2022-06-17,Connecticut,90632955.475,,90632955.475
2022-06-18,Connecticut,91054142.1875,,91054142.1875
2022-06-19,Connecticut,91475328.9,Beverages,91475328.9
2022-06-20,Connecticut,91722097.95714286,,91722097.95714286
2022-06-21,Connecticut,91968867.01428571,,91968867.01428571
2022-06-22,Connecticut,92215636.07142857,,92215636.07142857
2022-06-23,Connecticut,92462405.12857144,,92462405.12857144
2022-06-24,Connecticut,92709174.18571429,,92709174.18571429
2022-06-25,Connecticut,92955943.24285714,,92955943.24285714
2022-06-26,Connecticut,93202712.3,Beverages,93202712.3
2022-06-27,Connecticut,93414827.20833333,,93414827.20833333
2022-06-28,Connecticut,93626942.11666666,,93626942.11666666
2022-06-29,Connecticut,93839057.025,,93839057.025
2022-06-30,Connecticut,94051171.93333334,,94051171.93333334
2022-07-01,Connecticut,94263286.84166667,,94263286.84166667
2022-07-02,Connecticut,94475401.75,,94475401.75
2022-07-03,Connecticut,94687516.65833333,,94687516.65833333
2022-07-04,Connecticut,94899631.56666666,,94899631.56666666
2022-07-05,Connecticut,95111746.475,,95111746.475
2022-07-06,Connecticut,95323861.38333334,,95323861.38333334
2022-07-07,Connecticut,95535976.29166667,,95535976.29166667
2022-07-08,Connecticut,95748091.2,Beverages,95748091.2
2022-07-09,Connecticut,95519714.25555556,,95519714.25555556
2022-07-10,Connecticut,95291337.31111112,,95291337.31111112
2022-07-11,Connecticut,95062960.36666667,,95062960.36666667
2022-07-12,Connecticut,94834583.42222223,,94834583.42222223
2022-07-13,Connecticut,94606206.4777778,,94606206.4777778
2022-07-14,Connecticut,94377829.53333335,,94377829.53333335
2022-07-15,Connecticut,94149452.5888889,,94149452.5888889
2022-07-16,Connecticut,93921075.64444447,,93921075.64444447
2022-07-17,Connecticut,93692698.70000002,Beverages,93692698.70000002
2022-07-18,Connecticut,93729086.85714287,,93729086.85714287
2022-07-19,Connecticut,93765475.01428573,,93765475.01428573
2022-07-20,Connecticut,93801863.17142858,,93801863.17142858
