Date,State,Total,Category,Sales
2020-02-20,New York,234182011.5142857,,234182011.5142857
2020-02-21,New York,234483045.04285714,,234483045.04285714
2020-02-22,New York,234784078.57142857,,234784078.57142857
2020-02-23,New York,235085112.1,Beverages,235085112.1
2020-02-24,New York,236805600.5090909,,236805600.5090909
2020-02-25,New York,238526088.9181818,,238526088.9181818
2020-02-26,New York,240246577.3272727,,240246577.3272727
2020-02-27,New York,241967065.73636362,,241967065.73636362
2020-02-28,New York,243687554.14545453,,243687554.14545453
2020-02-29,New York,245408042.55454546,,245408042.55454546
2020-03-01,New York,247128530.96363637,,247128530.96363637
2020-03-02,New York,248849019.37272727,,248849019.37272727
2020-03-03,New York,250569507.78181818,,250569507.78181818
2020-03-04,New York,252289996.1909091,,252289996.1909091
2020-03-05,New York,254010484.6,Beverages,254010484.6
2020-03-06,New York,257629922.5,,257629922.5
2020-03-07,New York,261249360.4,,261249360.4
2020-03-08,New York,264868798.3,,264868798.3
2020-03-09,New York,268488236.2,,268488236.2
2020-03-10,New York,272107674.1,,272107674.1
2020-03-11,New York,275727112.0,,275727112.0
2020-03-12,New York,279346549.90000004,,279346549.90000004
2020-03-13,New York,282965987.8,,282965987.8
2020-03-14,New York,286585425.70000005,,286585425.70000005
2020-03-15,New York,290204863.6,Beverages,290204863.6
2020-03-16,New York,289902323.5,,289902323.5
2020-03-17,New York,289599783.40000004,,289599783.40000004
2020-03-18,New York,289297243.3,,289297243.3
2020-03-19,New York,288994703.20000005,,288994703.20000005
2020-03-20,New York,288692163.1,,288692163.1
2020-03-21,New York,288389623.00000006,,288389623.00000006
2020-03-22,New York,288087082.90000004,Beverages,288087082.90000004
2020-03-23,New York,281242057.4142857,,281242057.4142857
2020-03-24,New York,274397031.92857146,,274397031.92857146
2020-03-25,New York,267552006.44285715,,267552006.44285715
2020-03-26,New York,260706980.95714286,,260706980.95714286
2020-03-27,New York,253861955.47142857,,253861955.47142857
2020-03-28,New York,247016929.9857143,,247016929.9857143
2020-03-29,New York,240171904.5,Beverages,240171904.5
2020-03-30,New York,242192743.29166666,,242192743.29166666
2020-03-31,New York,244213582.08333334,,244213582.08333334
2020-04-01,New York,246234420.875,,246234420.875
2020-04-02,New York,248255259.66666666,,248255259.66666666
2020-04-03,New York,250276098.45833334,,250276098.45833334
2020-04-04,New York,252296937.25,,252296937.25
2020-04-05,New York,254317776.04166666,,254317776.04166666
2020-04-06,New York,256338614.83333334,,256338614.83333334
2020-04-07,New York,258359453.625,,258359453.625
2020-04-08,New York,260380292.41666666,,260380292.41666666
2020-04-09,New York,262401131.20833334,,262401131.20833334
2020-04-10,New York,264421970.0,Beverages,264421970.0
2020-04-11,New York,262706995.85555556,,262706995.85555556
2020-04-12,New York,260992021.7111111,,260992021.7111111
2020-04-13,New York,259277047.56666666,,259277047.56666666
2020-04-14,New York,257562073.42222223,,257562073.42222223
2020-04-15,New York,255847099.27777776,,255847099.27777776
2020-04-16,New York,254132125.13333333,,254132125.13333333
2020-04-17,New York,252417150.9888889,,252417150.9888889
2020-04-18,New York,250702176.84444442,,250702176.84444442
2020-04-19,New York,248987202.7,Beverages,248987202.7
2020-04-20,New York,248327725.18571427,,248327725.18571427
2020-04-21,New York,247668247.67142856,,247668247.67142856
2020-04-22,New York,247008770.15714285,,247008770.15714285
2020-04-23,New York,246349292.64285713,,246349292.64285713
2020-04-24,New York,245689815.12857142,,245689815.12857142
2020-04-25,New York,245030337.6142857,,245030337.6142857
2020-04-26,New York,244370860.1,Beverages,244370860.1
2020-04-27,New York,244581489.14,,244581489.14
2020-04-28,New York,244792118.18,,244792118.18
2020-04-29,New York,245002747.22,,245002747.22
2020-04-30,New York,245213376.26000002,,245213376.26000002
2020-05-01,New York,245424005.3,Beverages,245424005.3
2020-05-02,New York,247642670.13333336,,247642670.13333336
2020-05-03,New York,249861334.96666667,,249861334.96666667
2020-05-04,New York,252079999.8,Beverages,252079999.8
2020-05-05,New York,275712569.6333333,,275712569.6333333
2020-05-06,New York,299345139.4666667,,299345139.4666667
2020-05-07,New York,322977709.3,Beverages,322977709.3
2020-05-08,New York,316551091.95,,316551091.95
2020-05-09,New York,310124474.6,,310124474.6
2020-05-10,New York,303697857.25,,303697857.25
2020-05-11,New York,297271239.90000004,,297271239.90000004
2020-05-12,New York,290844622.55,,290844622.55
2020-05-13,New York,284418005.20000005,,284418005.20000005
2020-05-14,New York,277991387.85,,277991387.85
2020-05-15,New York,271564770.5,,271564770.5
2020-05-16,New York,265138153.15,,265138153.15
2020-05-17,New York,258711535.8,Beverages,258711535.8
2020-05-18,New York,263222347.0,,263222347.0
2020-05-19,New York,267733158.20000002,,267733158.20000002
2020-05-20,New York,272243969.4,,272243969.4
2020-05-21,New York,276754780.6,,276754780.6
2020-05-22,New York,281265591.8,,281265591.8
2020-05-23,New York,285776403.0,,285776403.0
2020-05-24,New York,290287214.2,Beverages,290287214.2
2020-05-25,New York,288142971.7142857,,288142971.7142857
2020-05-26,New York,285998729.2285714,,285998729.2285714
2020-05-27,New York,283854486.7428571,,283854486.7428571
2020-05-28,New York,281710244.25714284,,281710244.25714284
2020-05-29,New York,279566001.7714285,,279566001.7714285
2020-05-30,New York,277421759.28571427,,277421759.28571427
2020-05-31,New York,275277516.79999995,Beverages,275277516.79999995
2020-06-01,New York,275491842.0555555,,275491842.0555555
2020-06-02,New York,275706167.3111111,,275706167.3111111
2020-06-03,New York,275920492.56666666,,275920492.56666666
2020-06-04,New York,276134817.82222223,,276134817.82222223
2020-06-05,New York,276349143.07777774,,276349143.07777774
2020-06-06,New York,276563468.3333333,,276563468.3333333
2020-06-07,New York,276777793.5888889,,276777793.5888889
2020-06-08,New York,276992118.84444445,,276992118.84444445
2020-06-09,New York,277206444.1,Beverages,277206444.1
2020-06-10,New York,263988166.76666668,,263988166.76666668
2020-06-11,New York,250769889.43333334,,250769889.43333334
2020-06-12,New York,237551612.1,Beverages,237551612.1
2020-06-13,New York,263145609.8,,263145609.8
2020-06-14,New York,288739607.5,Beverages,288739607.5
2020-06-15,New York,287960904.3142857,,287960904.3142857
2020-06-16,New York,287182201.12857145,,287182201.12857145
2020-06-17,New York,286403497.94285715,,286403497.94285715
2020-06-18,New York,285624794.75714284,,285624794.75714284
2020-06-19,New York,284846091.57142854,,284846091.57142854
2020-06-20,New York,284067388.3857143,,284067388.3857143
2020-06-21,New York,283288685.2,Beverages,283288685.2
2020-06-22,New York,286468439.35714287,,286468439.35714287
2020-06-23,New York,289648193.5142857,,289648193.5142857
2020-06-24,New York,292827947.67142856,,292827947.67142856
2020-06-25,New York,296007701.8285714,,296007701.8285714
2020-06-26,New York,299187455.98571426,,299187455.98571426
2020-06-27,New York,302367210.1428571,,302367210.1428571
2020-06-28,New York,305546964.29999995,Beverages,305546964.29999995
2020-06-29,New York,303311128.54999995,,303311128.54999995
2020-06-30,New York,301075292.79999995,,301075292.79999995
2020-07-01,New York,298839457.04999995,,298839457.04999995
2020-07-02,New York,296603621.29999995,,296603621.29999995
2020-07-03,New York,294367785.55,,294367785.55
2020-07-04,New York,292131949.8,,292131949.8
2020-07-05,New York,289896114.05,,289896114.05
2020-07-06,New York,287660278.3,Beverages,287660278.3
2020-07-07,New York,288719817.9076923,,288719817.9076923
2020-07-08,New York,289779357.5153846,,289779357.5153846
2020-07-09,New York,290838897.1230769,,290838897.1230769
2020-07-10,New York,291898436.7307693,,291898436.7307693
2020-07-11,New York,292957976.3384616,,292957976.3384616
2020-07-12,New York,294017515.9461539,,294017515.9461539
2020-07-13,New York,295077055.5538462,,295077055.5538462
2020-07-14,New York,296136595.1615385,,296136595.1615385
2020-07-15,New York,297196134.7692308,,297196134.7692308
2020-07-16,New York,298255674.37692314,,298255674.37692314
2020-07-17,New York,299315213.98461545,,299315213.98461545
2020-07-18,New York,300374753.59230775,,300374753.59230775
2020-07-19,New York,301434293.20000005,Beverages,301434293.20000005
2020-07-20,New York,300313809.6571429,,300313809.6571429
2020-07-21,New York,299193326.11428577,,299193326.11428577
2020-07-22,New York,298072842.5714286,,298072842.5714286
2020-07-23,New York,296952359.0285715,,296952359.0285715
2020-07-24,New York,295831875.4857143,,295831875.4857143
2020-07-25,New York,294711391.9428572,,294711391.9428572
2020-07-26,New York,293590908.40000004,Beverages,293590908.40000004
2020-07-27,New York,289608302.5375,,289608302.5375
2020-07-28,New York,285625696.675,,285625696.675
2020-07-29,New York,281643090.8125,,281643090.8125
2020-07-30,New York,277660484.95000005,,277660484.95000005
2020-07-31,New York,273677879.08750004,,273677879.08750004
2020-08-01,New York,269695273.225,,269695273.225
2020-08-02,New York,265712667.3625,,265712667.3625
2020-08-03,New York,261730061.5,Beverages,261730061.5
2020-08-04,New York,261024471.125,,261024471.125
2020-08-05,New York,260318880.75,,260318880.75
2020-08-06,New York,259613290.375,,259613290.375
2020-08-07,New York,258907700.0,,258907700.0
2020-08-08,New York,258202109.625,,258202109.625
2020-08-09,New York,257496519.25,,257496519.25
2020-08-10,New York,256790928.875,,256790928.875
2020-08-11,New York,256085338.5,Beverages,256085338.5
2020-08-12,New York,263199656.5,,263199656.5
2020-08-13,New York,270313974.5,,270313974.5
2020-08-14,New York,277428292.5,,277428292.5
2020-08-15,New York,284542610.5,,284542610.5
2020-08-16,New York,291656928.5,Beverages,291656928.5
2020-08-17,New York,289811568.05714285,,289811568.05714285
2020-08-18,New York,287966207.6142857,,287966207.6142857
2020-08-19,New York,286120847.17142856,,286120847.17142856
2020-08-20,New York,284275486.7285714,,284275486.7285714
2020-08-21,New York,282430126.28571427,,282430126.28571427
2020-08-22,New York,280584765.8428571,,280584765.8428571
2020-08-23,New York,278739405.4,Beverages,278739405.4
2020-08-24,New York,278426049.5285714,,278426049.5285714
2020-08-25,New York,278112693.6571428,,278112693.6571428
2020-08-26,New York,277799337.78571427,,277799337.78571427
2020-08-27,New York,277485981.9142857,,277485981.9142857
2020-08-28,New York,277172626.04285717,,277172626.04285717
2020-08-29,New York,276859270.17142856,,276859270.17142856
2020-08-30,New York,276545914.3,Beverages,276545914.3
2020-08-31,New York,264860887.9,,264860887.9
2020-09-01,New York,253175861.5,,253175861.5
2020-09-02,New York,241490835.1,Beverages,241490835.1
2020-09-03,New York,250173075.21666667,,250173075.21666667
2020-09-04,New York,258855315.33333334,,258855315.33333334
2020-09-05,New York,267537555.45,,267537555.45
2020-09-06,New York,276219795.56666666,,276219795.56666666
2020-09-07,New York,284902035.68333334,,284902035.68333334
2020-09-08,New York,293584275.8,Beverages,293584275.8
2020-09-09,New York,288618042.40000004,,288618042.40000004
2020-09-10,New York,283651809.0,,283651809.0
2020-09-11,New York,278685575.6,,278685575.6
2020-09-12,New York,273719342.2,,273719342.2
2020-09-13,New York,268753108.8,Beverages,268753108.8
2020-09-14,New York,267402729.71428573,,267402729.71428573
2020-09-15,New York,266052350.62857142,,266052350.62857142
2020-09-16,New York,264701971.54285714,,264701971.54285714
2020-09-17,New York,263351592.45714286,,263351592.45714286
2020-09-18,New York,262001213.37142858,,262001213.37142858
2020-09-19,New York,260650834.28571427,,260650834.28571427
2020-09-20,New York,259300455.2,Beverages,259300455.2
2020-09-21,New York,259809418.9142857,,259809418.9142857
2020-09-22,New York,260318382.62857142,,260318382.62857142
2020-09-23,New York,260827346.34285712,,260827346.34285712
2020-09-24,New York,261336310.05714285,,261336310.05714285
2020-09-25,New York,261845273.77142856,,261845273.77142856
2020-09-26,New York,262354237.4857143,,262354237.4857143
2020-09-27,New York,262863201.2,Beverages,262863201.2
2020-09-28,New York,263268793.95,,263268793.95
2020-09-29,New York,263674386.7,,263674386.7
2020-09-30,New York,264079979.45,,264079979.45
2020-10-01,New York,264485572.2,,264485572.2
2020-10-02,New York,264891164.95,,264891164.95
2020-10-03,New York,265296757.7,,265296757.7
2020-10-04,New York,265702350.45,,265702350.45
2020-10-05,New York,266107943.2,Beverages,266107943.2
2020-10-06,New York,264617858.17692307,,264617858.17692307
2020-10-07,New York,263127773.15384614,,263127773.15384614
2020-10-08,New York,261637688.13076922,,261637688.13076922
2020-10-09,New York,260147603.1076923,,260147603.1076923
2020-10-10,New York,258657518.08461538,,258657518.08461538
2020-10-11,New York,257167433.06153846,,257167433.06153846
2020-10-12,New York,255677348.03846154,,255677348.03846154
2020-10-13,New York,254187263.0153846,,254187263.0153846
2020-10-14,New York,252697177.9923077,,252697177.9923077
2020-10-15,New York,251207092.96923077,,251207092.96923077
2020-10-16,New York,249717007.94615385,,249717007.94615385
2020-10-17,New York,248226922.92307693,,248226922.92307693
2020-10-18,New York,246736837.9,Beverages,246736837.9
2020-10-19,New York,246807072.87142858,,246807072.87142858
2020-10-20,New York,246877307.84285715,,246877307.84285715
2020-10-21,New York,246947542.81428573,,246947542.81428573
2020-10-22,New York,247017777.78571427,,247017777.78571427
2020-10-23,New York,247088012.75714284,,247088012.75714284
2020-10-24,New York,247158247.72857141,,247158247.72857141
2020-10-25,New York,247228482.7,Beverages,247228482.7
2020-10-26,New York,248049393.19375,,248049393.19375
2020-10-27,New York,248870303.6875,,248870303.6875
2020-10-28,New York,249691214.18124998,,249691214.18124998
2020-10-29,New York,250512124.67499998,,250512124.67499998
2020-10-30,New York,251333035.16875,,251333035.16875
2020-10-31,New York,252153945.6625,,252153945.6625
2020-11-01,New York,252974856.15625,,252974856.15625
2020-11-02,New York,253795766.64999998,,253795766.64999998
2020-11-03,New York,254616677.14374998,,254616677.14374998
2020-11-04,New York,255437587.6375,,255437587.6375
2020-11-05,New York,256258498.13125,,256258498.13125
2020-11-06,New York,257079408.625,,257079408.625
2020-11-07,New York,257900319.11875,,257900319.11875
2020-11-08,New York,258721229.61249998,,258721229.61249998
2020-11-09,New York,259542140.10625,,259542140.10625
2020-11-10,New York,260363050.6,Beverages,260363050.6
2020-11-11,New York,258736411.7,,258736411.7
2020-11-12,New York,257109772.79999998,,257109772.79999998
2020-11-13,New York,255483133.9,,255483133.9
2020-11-14,New York,253856495.0,,253856495.0
2020-11-15,New York,252229856.1,Beverages,252229856.1
2020-11-16,New York,252977455.6142857,,252977455.6142857
2020-11-17,New York,253725055.12857142,,253725055.12857142
2020-11-18,New York,254472654.64285713,,254472654.64285713
2020-11-19,New York,255220254.15714285,,255220254.15714285
2020-11-20,New York,255967853.67142856,,255967853.67142856
2020-11-21,New York,256715453.18571427,,256715453.18571427
2020-11-22,New York,257463052.7,Beverages,257463052.7
2020-11-23,New York,257830810.79999998,,257830810.79999998
2020-11-24,New York,258198568.9,,258198568.9
2020-11-25,New York,258566327.0,,258566327.0
2020-11-26,New York,258934085.1,,258934085.1
2020-11-27,New York,259301843.2,,259301843.2
2020-11-28,New York,259669601.3,,259669601.3
2020-11-29,New York,260037359.4,Beverages,260037359.4
2020-11-30,New York,250241387.4,,250241387.4
2020-12-01,New York,240445415.4,Beverages,240445415.4
2020-12-02,New York,245596116.26666668,,245596116.26666668
2020-12-03,New York,250746817.13333333,,250746817.13333333
2020-12-04,New York,255897518.0,Beverages,255897518.0
2020-12-05,New York,271092315.2,,271092315.2
2020-12-06,New York,286287112.40000004,,286287112.40000004
2020-12-07,New York,301481909.6,Beverages,301481909.6
2020-12-08,New York,293599553.3833333,,293599553.3833333
2020-12-09,New York,285717197.1666667,,285717197.1666667
2020-12-10,New York,277834840.95000005,,277834840.95000005
2020-12-11,New York,269952484.73333335,,269952484.73333335
2020-12-12,New York,262070128.51666668,,262070128.51666668
2020-12-13,New York,254187772.3,Beverages,254187772.3
2020-12-14,New York,254173131.75714287,,254173131.75714287
2020-12-15,New York,254158491.21428573,,254158491.21428573
2020-12-16,New York,254143850.6714286,,254143850.6714286
2020-12-17,New York,254129210.12857142,,254129210.12857142
2020-12-18,New York,254114569.58571428,,254114569.58571428
2020-12-19,New York,254099929.04285714,,254099929.04285714
2020-12-20,New York,254085288.5,Beverages,254085288.5
2020-12-21,New York,254720773.9857143,,254720773.9857143
2020-12-22,New York,255356259.47142857,,255356259.47142857
2020-12-23,New York,255991744.95714286,,255991744.95714286
2020-12-24,New York,256627230.44285715,,256627230.44285715
2020-12-25,New York,257262715.92857143,,257262715.92857143
2020-12-26,New York,257898201.41428572,,257898201.41428572
2020-12-27,New York,258533686.9,Beverages,258533686.9
2020-12-28,New York,262143359.025,,262143359.025
2020-12-29,New York,265753031.15,,265753031.15
2020-12-30,New York,269362703.27500004,,269362703.27500004
2020-12-31,New York,272972375.40000004,,272972375.40000004
2021-01-01,New York,276582047.52500004,,276582047.52500004
2021-01-02,New York,280191719.65000004,,280191719.65000004
2021-01-03,New York,283801391.77500004,,283801391.77500004
2021-01-04,New York,287411063.90000004,,287411063.90000004
2021-01-05,New York,291020736.02500004,,291020736.02500004
2021-01-06,New York,294630408.15000004,,294630408.15000004
2021-01-07,New York,298240080.27500004,,298240080.27500004
2021-01-08,New York,301849752.40000004,Beverages,301849752.40000004
2021-01-09,New York,296144480.75555557,,296144480.75555557
2021-01-10,New York,290439209.11111116,,290439209.11111116
2021-01-11,New York,284733937.4666667,,284733937.4666667
2021-01-12,New York,279028665.82222223,,279028665.82222223
2021-01-13,New York,273323394.17777777,,273323394.17777777
2021-01-14,New York,267618122.53333336,,267618122.53333336
2021-01-15,New York,261912850.8888889,,261912850.8888889
2021-01-16,New York,256207579.24444443,,256207579.24444443
2021-01-17,New York,250502307.6,Beverages,250502307.6
2021-01-18,New York,249152708.25714284,,249152708.25714284
2021-01-19,New York,247803108.91428572,,247803108.91428572
2021-01-20,New York,246453509.57142857,,246453509.57142857
2021-01-21,New York,245103910.22857141,,245103910.22857141
2021-01-22,New York,243754310.88571426,,243754310.88571426
2021-01-23,New York,242404711.54285714,,242404711.54285714
2021-01-24,New York,241055112.2,Beverages,241055112.2
2021-01-25,New York,241649114.52857143,,241649114.52857143
2021-01-26,New York,242243116.85714284,,242243116.85714284
2021-01-27,New York,242837119.18571427,,242837119.18571427
2021-01-28,New York,243431121.5142857,,243431121.5142857
2021-01-29,New York,244025123.84285715,,244025123.84285715
2021-01-30,New York,244619126.17142856,,244619126.17142856
2021-01-31,New York,245213128.5,Beverages,245213128.5
2021-02-01,New York,249233594.4,,249233594.4
2021-02-02,New York,253254060.3,,253254060.3
2021-02-03,New York,257274526.2,,257274526.2
2021-02-04,New York,261294992.1,,261294992.1
2021-02-05,New York,265315458.0,Beverages,265315458.0
2021-02-06,New York,263143703.2777778,,263143703.2777778
2021-02-07,New York,260971948.55555555,,260971948.55555555
2021-02-08,New York,258800193.83333334,,258800193.83333334
2021-02-09,New York,256628439.1111111,,256628439.1111111
2021-02-10,New York,254456684.3888889,,254456684.3888889
2021-02-11,New York,252284929.66666666,,252284929.66666666
2021-02-12,New York,250113174.94444445,,250113174.94444445
2021-02-13,New York,247941420.2222222,,247941420.2222222
2021-02-14,New York,245769665.5,Beverages,245769665.5
2021-02-15,New York,244999799.94285715,,244999799.94285715
2021-02-16,New York,244229934.3857143,,244229934.3857143
2021-02-17,New York,243460068.82857144,,243460068.82857144
2021-02-18,New York,242690203.27142856,,242690203.27142856
2021-02-19,New York,241920337.7142857,,241920337.7142857
2021-02-20,New York,241150472.15714285,,241150472.15714285
2021-02-21,New York,240380606.6,Beverages,240380606.6
2021-02-22,New York,241580248.25714284,,241580248.25714284
2021-02-23,New York,242779889.91428572,,242779889.91428572
2021-02-24,New York,243979531.57142857,,243979531.57142857
2021-02-25,New York,245179173.22857141,,245179173.22857141
2021-02-26,New York,246378814.88571426,,246378814.88571426
2021-02-27,New York,247578456.54285714,,247578456.54285714
2021-02-28,New York,248778098.2,Beverages,248778098.2
2021-03-01,New York,248280769.1,Beverages,248280769.1
2021-03-02,New York,265570383.63333333,,265570383.63333333
2021-03-03,New York,282859998.1666666,,282859998.1666666
2021-03-04,New York,300149612.7,,300149612.7
2021-03-05,New York,317439227.23333335,,317439227.23333335
2021-03-06,New York,334728841.76666665,,334728841.76666665
2021-03-07,New York,352018456.29999995,,352018456.29999995
2021-03-08,New York,369308070.8333333,,369308070.8333333
2021-03-09,New York,386597685.3666667,,386597685.3666667
2021-03-10,New York,403887299.9,Beverages,403887299.9
2021-03-11,New York,378660181.15,,378660181.15
2021-03-12,New York,353433062.4,,353433062.4
2021-03-13,New York,328205943.65,,328205943.65
2021-03-14,New York,302978824.9,Beverages,302978824.9
2021-03-15,New York,302307601.09999996,,302307601.09999996
2021-03-16,New York,301636377.3,,301636377.3
2021-03-17,New York,300965153.5,,300965153.5
2021-03-18,New York,300293929.7,,300293929.7
2021-03-19,New York,299622705.9,,299622705.9
2021-03-20,New York,298951482.1,,298951482.1
2021-03-21,New York,298280258.3,Beverages,298280258.3
2021-03-22,New York,291774324.51428574,,291774324.51428574
2021-03-23,New York,285268390.7285714,,285268390.7285714
2021-03-24,New York,278762456.94285715,,278762456.94285715
2021-03-25,New York,272256523.1571429,,272256523.1571429
2021-03-26,New York,265750589.37142858,,265750589.37142858
2021-03-27,New York,259244655.58571428,,259244655.58571428
2021-03-28,New York,252738721.8,Beverages,252738721.8
2021-03-29,New York,253832782.05714285,,253832782.05714285
2021-03-30,New York,254926842.31428573,,254926842.31428573
2021-03-31,New York,256020902.57142857,,256020902.57142857
2021-04-01,New York,257114962.82857144,,257114962.82857144
2021-04-02,New York,258209023.08571428,,258209023.08571428
2021-04-03,New York,259303083.34285715,,259303083.34285715
2021-04-04,New York,260397143.6,Beverages,260397143.6
2021-04-05,New York,281713781.5,,281713781.5
2021-04-06,New York,303030419.4,,303030419.4
2021-04-07,New York,324347057.29999995,Beverages,324347057.29999995
2021-04-08,New York,317764521.99090904,,317764521.99090904
2021-04-09,New York,311181986.6818181,,311181986.6818181
2021-04-10,New York,304599451.3727272,,304599451.3727272
2021-04-11,New York,298016916.06363636,,298016916.06363636
2021-04-12,New York,291434380.75454545,,291434380.75454545
2021-04-13,New York,284851845.44545454,,284851845.44545454
2021-04-14,New York,278269310.1363636,,278269310.1363636
2021-04-15,New York,271686774.8272727,,271686774.8272727
2021-04-16,New York,265104239.5181818,,265104239.5181818
2021-04-17,New York,258521704.20909092,,258521704.20909092
2021-04-18,New York,251939168.9,Beverages,251939168.9
2021-04-19,New York,252950389.85714287,,252950389.85714287
2021-04-20,New York,253961610.81428573,,253961610.81428573
2021-04-21,New York,254972831.77142859,,254972831.77142859
2021-04-22,New York,255984052.72857141,,255984052.72857141
2021-04-23,New York,256995273.68571427,,256995273.68571427
2021-04-24,New York,258006494.64285713,,258006494.64285713
2021-04-25,New York,259017715.6,Beverages,259017715.6
2021-04-26,New York,261635714.07857144,,261635714.07857144
2021-04-27,New York,264253712.55714285,,264253712.55714285
2021-04-28,New York,266871711.03571427,,266871711.03571427
2021-04-29,New York,269489709.5142857,,269489709.5142857
2021-04-30,New York,272107707.99285716,,272107707.99285716
2021-05-01,New York,274725706.4714286,,274725706.4714286
2021-05-02,New York,277343704.95,,277343704.95
2021-05-03,New York,279961703.42857146,,279961703.42857146
2021-05-04,New York,282579701.9071429,,282579701.9071429
2021-05-05,New York,285197700.3857143,,285197700.3857143
2021-05-06,New York,287815698.8642857,,287815698.8642857
2021-05-07,New York,290433697.3428571,,290433697.3428571
2021-05-08,New York,293051695.8214286,,293051695.8214286
2021-05-09,New York,295669694.3,Beverages,295669694.3
2021-05-10,New York,321698271.76666665,,321698271.76666665
2021-05-11,New York,347726849.23333335,,347726849.23333335
2021-05-12,New York,373755426.7,Beverages,373755426.7
2021-05-13,New York,348551359.85,,348551359.85
2021-05-14,New York,323347293.0,,323347293.0
2021-05-15,New York,298143226.15,,298143226.15
2021-05-16,New York,272939159.3,Beverages,272939159.3
2021-05-17,New York,277610770.8857143,,277610770.8857143
2021-05-18,New York,282282382.4714286,,282282382.4714286
2021-05-19,New York,286953994.05714285,,286953994.05714285
2021-05-20,New York,291625605.6428572,,291625605.6428572
2021-05-21,New York,296297217.2285715,,296297217.2285715
2021-05-22,New York,300968828.81428576,,300968828.81428576
2021-05-23,New York,305640440.40000004,Beverages,305640440.40000004
2021-05-24,New York,304184345.3857143,,304184345.3857143
2021-05-25,New York,302728250.3714286,,302728250.3714286
2021-05-26,New York,301272155.35714287,,301272155.35714287
2021-05-27,New York,299816060.3428572,,299816060.3428572
2021-05-28,New York,298359965.32857144,,298359965.32857144
2021-05-29,New York,296903870.31428576,,296903870.31428576
2021-05-30,New York,295447775.3,Beverages,295447775.3
2021-05-31,New York,294329776.9142857,,294329776.9142857
2021-06-01,New York,293211778.5285714,,293211778.5285714
2021-06-02,New York,292093780.14285713,,292093780.14285713
2021-06-03,New York,290975781.7571429,,290975781.7571429
2021-06-04,New York,289857783.3714286,,289857783.3714286
2021-06-05,New York,288739784.9857143,,288739784.9857143
2021-06-06,New York,287621786.6,Beverages,287621786.6
2021-06-07,New York,290930310.1857143,,290930310.1857143
2021-06-08,New York,294238833.7714286,,294238833.7714286
2021-06-09,New York,297547357.35714287,,297547357.35714287
2021-06-10,New York,300855880.94285715,,300855880.94285715
2021-06-11,New York,304164404.5285714,,304164404.5285714
2021-06-12,New York,307472928.1142857,,307472928.1142857
2021-06-13,New York,310781451.7,Beverages,310781451.7
2021-06-14,New York,309137163.85714287,,309137163.85714287
2021-06-15,New York,307492876.0142857,,307492876.0142857
2021-06-16,New York,305848588.17142856,,305848588.17142856
2021-06-17,New York,304204300.32857144,,304204300.32857144
2021-06-18,New York,302560012.4857143,,302560012.4857143
2021-06-19,New York,300915724.64285713,,300915724.64285713
2021-06-20,New York,299271436.8,Beverages,299271436.8
2021-06-21,New York,299891436.1571429,,299891436.1571429
2021-06-22,New York,300511435.51428574,,300511435.51428574
2021-06-23,New York,301131434.8714286,,301131434.8714286
2021-06-24,New York,301751434.2285714,,301751434.2285714
2021-06-25,New York,302371433.5857143,,302371433.5857143
2021-06-26,New York,302991432.94285715,,302991432.94285715
2021-06-27,New York,303611432.3,Beverages,303611432.3
2021-06-28,New York,293454265.34000003,,293454265.34000003
2021-06-29,New York,283297098.38,,283297098.38
2021-06-30,New York,273139931.42,,273139931.42
2021-07-01,New York,262982764.46,,262982764.46
2021-07-02,New York,252825597.5,Beverages,252825597.5
2021-07-03,New York,265880961.6,Beverages,265880961.6
2021-07-04,New York,281073289.1,,281073289.1
2021-07-05,New York,296265616.6,,296265616.6
2021-07-06,New York,311457944.1,,311457944.1
2021-07-07,New York,326650271.6,,326650271.6
2021-07-08,New York,341842599.1,,341842599.1
2021-07-09,New York,357034926.6,,357034926.6
2021-07-10,New York,372227254.1,,372227254.1
2021-07-11,New York,387419581.6,Beverages,387419581.6
2021-07-12,New York,374956809.21428573,,374956809.21428573
2021-07-13,New York,362494036.82857144,,362494036.82857144
2021-07-14,New York,350031264.44285715,,350031264.44285715
2021-07-15,New York,337568492.05714285,,337568492.05714285
2021-07-16,New York,325105719.67142856,,325105719.67142856
2021-07-17,New York,312642947.28571427,,312642947.28571427
2021-07-18,New York,300180174.9,Beverages,300180174.9
2021-07-19,New York,300852563.8142857,,300852563.8142857
2021-07-20,New York,301524952.7285714,,301524952.7285714
2021-07-21,New York,302197341.64285713,,302197341.64285713
2021-07-22,New York,302869730.55714285,,302869730.55714285
2021-07-23,New York,303542119.4714286,,303542119.4714286
2021-07-24,New York,304214508.3857143,,304214508.3857143
2021-07-25,New York,304886897.3,Beverages,304886897.3
2021-07-26,New York,304754969.96428573,,304754969.96428573
2021-07-27,New York,304623042.62857145,,304623042.62857145
2021-07-28,New York,304491115.29285717,,304491115.29285717
2021-07-29,New York,304359187.9571429,,304359187.9571429
2021-07-30,New York,304227260.6214286,,304227260.6214286
2021-07-31,New York,304095333.2857143,,304095333.2857143
2021-08-01,New York,303963405.95000005,,303963405.95000005
2021-08-02,New York,303831478.6142857,,303831478.6142857
2021-08-03,New York,303699551.2785714,,303699551.2785714
2021-08-04,New York,303567623.94285715,,303567623.94285715
